asset id,address,asset area,asset type,asset_purchase,asset_change,tax id
8186306822,177 Northwestern Trail,995,Apartment,06/11/2020,07/10/2023,7232214848
9162989180,9691 Hanover Court,611,office,25/02/2021,27/12/2023,9214671395
7436499969,19 Coleman Drive,403,land,09/03/2021,31/12/2022,3358837585
3087270475,80 Hauk Alley,595,Hotel,01/06/2021,18/08/2023,7494443274
5234310037,9 Burrows Crossing,889,land,12/06/2021,23/02/2024,9586323889
7828499192,4 Lotheville Circle,408,Apartment,01/02/2021,17/11/2023,8338351458
3863993136,73250 Northview Center,987,Apartment,08/06/2021,28/09/2022,1885613693
2894369998,178 Truax Lane,427,Apartment,05/01/2021,20/12/2022,5949649787
9452957378,9829 Hudson Junction,486,Apartment,27/07/2021,30/11/2021,7856264556
2158667137,60 Becker Street,460,land,04/10/2020,19/11/2022,4166236398
1736993118,72190 North Plaza,506,land,02/02/2021,08/06/2022,6227681244
9261301886,79 Division Junction,146,land,09/12/2020,27/12/2022,6917521728
4020816376,402 Fairfield Trail,297,Apartment,20/04/2021,18/03/2023,9169652381
7314556454,823 Marquette Center,264,office,22/06/2021,03/08/2023,5365876658
7496485111,32310 Logan Center,159,office,14/02/2021,02/08/2023,5393842389
9915918596,4 Maple Road,876,land,02/09/2021,30/07/2023,1882193391
1783981364,8948 Vahlen Lane,351,office,30/05/2021,19/03/2022,3381517824
2471212356,756 Mcbride Lane,486,Apartment,12/02/2021,03/09/2023,6865451711
3961040557,6317 Vera Terrace,731,Hotel,21/11/2020,12/03/2022,6297686815
3469972007,6469 Michigan Way,160,land,04/01/2021,04/11/2022,4131118948
4633957508,64964 Schmedeman Place,698,office,15/04/2021,27/05/2022,5329583566
7890353517,2457 Weeping Birch Terrace,958,office,07/06/2021,22/12/2023,6476319398
4831583292,274 Ramsey Parkway,852,office,20/12/2020,13/11/2022,1942157435
3121484229,65620 Marquette Road,543,Apartment,21/03/2021,05/02/2022,7314372264
3983338473,0 Eagan Crossing,189,Apartment,11/03/2021,15/12/2023,8542451742
5147891134,00060 Stoughton Junction,385,Apartment,08/05/2021,23/02/2023,3576298243
4391166061,25 Sachtjen Point,430,Apartment,01/06/2021,23/05/2024,6649259712
3718694677,689 Kennedy Point,980,office,15/11/2020,29/07/2022,6747552976
2409943909,1179 Harbort Terrace,596,office,02/07/2021,31/05/2022,5132233416
5445824857,26 Monica Alley,229,land,14/03/2021,15/03/2023,1799656924
5020588366,11 Weeping Birch Way,869,Hotel,02/10/2021,09/08/2023,5144434955
8446932427,775 Loftsgordon Plaza,256,office,21/01/2021,11/08/2023,2936693947
7535524459,57 Bonner Alley,175,Apartment,01/02/2021,06/05/2024,4249811245
4853389268,0 Haas Lane,908,Hotel,27/04/2021,20/05/2022,1196353674
6089333170,692 Magdeline Plaza,415,Apartment,18/08/2021,11/06/2023,9695539818
6732207586,5 Nancy Parkway,702,Hotel,01/04/2021,31/10/2023,9138129716
9354706968,3 Lotheville Hill,657,Apartment,26/08/2021,13/03/2022,6837512131
7683360563,7 Carey Trail,198,Apartment,08/10/2020,25/11/2023,8411468431
8629643062,0 Laurel Point,699,Hotel,11/08/2021,29/04/2022,3694621928
8693128990,1 Armistice Center,504,office,18/05/2021,23/03/2023,8617915744
2576960456,857 Shopko Park,123,office,11/11/2020,27/04/2022,3897721262
9524729092,4345 Gerald Circle,949,Hotel,10/08/2021,03/12/2021,5451354627
7307441345,3 Stephen Circle,945,Hotel,24/07/2021,20/01/2022,1443299343
1675548380,7748 Milwaukee Crossing,213,Apartment,09/09/2021,07/01/2023,9322173772
3464051905,30456 Roth Place,752,land,08/01/2021,11/05/2023,7133283645
2547381931,7234 Canary Plaza,223,land,19/04/2021,18/05/2022,2343668464
2369227718,3160 Green Ridge Place,532,office,29/04/2021,06/12/2021,3921177167
3514674840,2991 Lerdahl Drive,507,office,03/01/2021,18/12/2023,5475167869
3962404287,5 Pierstorff Terrace,840,land,09/02/2021,31/05/2022,1553993598
3088353260,8 Lakewood Way,462,office,27/03/2021,04/04/2024,1294724161
4579341065,021 Porter Hill,320,land,14/12/2020,10/02/2023,1175969255
4033013637,82962 Toban Pass,518,office,30/03/2021,14/09/2022,2783928517
